,sent_no,parag_no,sect_no,sent_raw,sent_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,stanza,stanza_stdscaler,stanza_medianiqr,stanza_lnorm_stdscaler,stanza_lnorm_medianiqr,flair,flair_stdscaler,flair_medianiqr,flair_lnorm_stdscaler,flair_lnorm_medianiqr,sentimentr_roll100,sentimentr_stdscaler_roll10,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,sentiword_roll100,sentiword_stdscaler_roll10,senticnet_roll100,senticnet_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,vader_roll100,vader_stdscaler_roll10,textblob_roll100,textblob_stdscaler_roll10,flair_roll100,flair_stdscaler_roll10,pattern_roll100,pattern_stdscaler_roll10,stanza_roll100,stanza_stdscaler_roll10,stanza_stdscaler_roll10_mean,mean_stdscaler_roll10
10,10,2,0,"You will therefore permit me to repeat, emphatically, that Marley was as dead as a door-nail.",you will therefore permit me to repeat emphatically that marley was as dead as a door nail,93,16,-1.25,-1.087878093510344,-1.0,-0.8770181395398102,-1.1396318568300208,-1.25,-1.1706308707081838,-1.0869565217391306,-1.013691897948391,-1.2953525237661268,-52.175546218975825,-1.6188898190517886,-2.4528733022219376,-0.5873218638677183,-6.893488685688209,-0.75,-0.9792614199970833,-1.0504376823676533,-0.9373210639630243,-0.9723872901237282,-0.7120000000000001,-0.8512101519440478,-0.7538651824366109,-0.6876742154680493,-0.7670017004594276,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,-1.0227691095429927,-0.9921286392640246,-1.1970760958144135,-0.131897710447972,-1.9540768755842322,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.6486}",-0.6486,-1.650206882115677,-1.053349573690621,-0.9536535737172162,-1.5892863608602248,-0.2,-1.1337211560716394,-0.9713322091062395,-0.5500570747018784,-1.6798083964772645,-0.07034294504072418,-0.7812023439102669,-0.39648128613745887,-0.32912793155207454,-0.6259857681450509,5.795691620743625,-0.19026366592179347,0.044891710537115305,-0.15665625491613708,-0.008412092191662276,-0.9865,-0.8590566586788988,-0.06087001607300257,-0.3154464469330076,-0.28134672007052824,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,3,0,Scrooge knew he was dead?,scrooge knew he was dead,25,5,-1.0,-0.8926172071276884,-0.8,-2.1399168816882095,-2.9134540563430953,-1.0,-0.963540434436877,-0.8695652173913044,-2.4374863718730304,-3.311551921037236,-38.322429333725495,-1.1966039331677816,-1.8016114942903088,-1.314786571937791,-16.180006840712707,-0.25,-0.3661468869133613,-0.3501458941225511,-0.9913686413484931,-1.0357897880825608,-0.5,-0.7169064554376952,-0.6227581941867656,-1.1972103444016615,-1.337465029232814,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,-1.754962832038892,-1.614230613297293,-2.0540550508171305,-0.5623191196038874,-10.714837076992021,"{'neg': 0.518, 'neu': 0.482, 'pos': 0.0, 'compound': -0.6486}",-0.6486,-1.650206882115677,-1.053349573690621,-2.821501083997575,-5.078737452569302,-0.2,-1.1337211560716394,-0.9713322091062395,-1.3077126790574376,-5.36801046459102,-0.12349964050143145,-1.0626173524414415,-0.696093919229192,-0.9411655995578669,-3.512070394293808,2.3399504427185223,-1.0761108968460678,-0.6421421878656689,-0.058308625554020825,0.5412454419624256,-0.9906,-0.863585490378179,-0.06299580027998136,-1.152821016728154,-1.4135688597954161,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,3,0,Of course he did.,of course he did,17,4,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.125,-0.21286825364243078,-0.17507294706127555,-0.6599830544275967,-0.6470457404356147,-0.83,-0.9259640962258855,-0.8268398268398267,-2.1842871075257744,-2.442570367347134,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,2.691256930414569,-0.986056733846186,-0.572299148893075,0.13274837436957018,1.609048704145898,0.9776,1.310474643895835,0.957484315860424,1.563527197222338,2.2592314591697154,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,3,0,How could it be otherwise?,how could it be otherwise,26,5,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.3125,0.323606962805826,0.4376823676531889,0.9952934569862494,1.2947372351032012,0.0,-0.4001524542434675,-0.3135435992578849,-0.2781145797316918,-0.3084694397101232,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,2.924938053398153,-0.9261547432021463,-0.5258411404266244,0.05100406090449692,1.1521858589328882,0.9976,1.3325665058435436,0.9678539949188573,1.2887100211016245,1.8876485351066332,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,3,0,Scrooge and he were partners for I don't know how many years.,scrooge and he were partners for i do not know how many years,61,12,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.3125,0.323606962805826,0.4376823676531889,0.3520038516414813,0.5401027100638666,1.7959999999999998,0.737627918046198,0.7971552257266542,1.0990689217953356,1.233389203870492,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.5,1.6708354535902048,2.4283305227655987,0.9450401394146458,5.59819575928414,0.19417857619262666,0.6191918211030205,1.094468984553061,0.2921196000737831,2.3035282859495454,4.502899826745843,-0.5216588636168453,-0.2121274758826883,-0.14455631081828565,0.05921358907147185,0.6818,0.983736005689223,0.8041167625861979,0.41291052233016357,0.7034716825523573,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,3,0,"Scrooge was his sole executor, his sole administrator, his sole assign, his sole residuary legatee, his sole friend, and sole mourner.",scrooge was his sole executor his sole administrator his sole assign his sole residuary legatee his sole friend and sole mourner,134,21,-0.19999999999999996,-0.2677823707031903,-0.15999999999999998,-0.16456602502382214,-0.13894721391983725,-0.19999999999999996,-0.3008510383686948,-0.17391304347826084,-0.2104720120388119,-0.15793312826650688,-24.724797930973505,-0.782106035662201,-1.162360552838072,-0.2423140171091477,-2.4892590412712043,0.75,0.8600821792540828,1.0504376823676533,0.5232392601583896,0.740976702278957,4.288,2.3163298599982287,2.3382807668521957,1.6014498201648524,1.7958417235688133,7.666052971844354,0.4942861626253009,0.9791534173227197,0.27167020163966216,1.0,0.3180133135650264,0.14705538613477137,0.37221121782757977,-0.013145605676730709,0.4629932124337187,"{'neg': 0.105, 'neu': 0.766, 'pos': 0.129, 'compound': 0.1531}",0.1531,0.1535426463112913,0.24863987007714172,0.05008669462454398,0.2858680914600293,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,6.678279584865553,0.035979580834119465,0.2203585115608522,-0.1979818175279809,-0.2393775662969922,0.5916,0.8841017083050569,0.7573495100326645,0.2368840087847897,0.4654645552718956,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,3,0,"And even Scrooge was not so dreadfully cut up by the sad event, but that he was an excellent man of business on the very day of the funeral, and solemnised it with an undoubted bargain.",and even scrooge was not so dreadfully cut up by the sad event but that he was an excellent man of business on the very day of the funeral and solemnised it with an undoubted bargain,185,36,-0.30000000000000004,-0.34588672525625264,-0.24000000000000005,-0.15221750635727072,-0.1216029282611406,-0.30000000000000004,-0.3836872128772177,-0.26086956521739135,-0.19655026831398906,-0.1382188985648144,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.9270833333333337,1.0772269097212348,1.298457690704461,0.3471410395484268,0.5343982095345428,0.5069999999999999,-0.0789638970325208,0.0,-0.14845239817294428,-0.1633030510914672,7.361862596362376,0.46747738696496605,0.9403004317297696,0.08636699102651688,0.5602976778877033,0.27147953267185715,0.10751836736029767,0.3177468463136914,-0.02456296174387353,0.23060533276369571,"{'neg': 0.114, 'neu': 0.646, 'pos': 0.24, 'compound': 0.7045}",0.7045,1.3941407378350914,1.1441331709297604,0.30789282293419906,0.767492994418188,-0.075,-0.6329074757748814,-0.3642495784148398,-0.2625122981858805,-0.2800652502180055,-0.08348362848169365,-0.8507699780642634,-0.4705474923274968,-0.2664241004856798,-0.33030370100855927,9.230304110843143,0.6901674216260723,0.7277250267533752,-0.2555907183882888,-0.5613493982321873,0.998,1.3330083430824977,0.9680613885000259,0.23415547173594617,0.4617752743130578,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,4,0,The mention of Marley's funeral brings me back to the point I started from.,the mention of marley own funeral brings me back to the point i started from,75,14,-0.8,-0.736408498021564,-0.64,-0.659052342321284,-0.8334849291808085,-0.8,-0.7978680854198315,-0.6956521739130436,-0.7679568384167145,-0.947373311885599,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.6875,0.7834428626186175,0.9629012088370156,0.7599002319158944,1.0186005571240173,0.568,-0.04031990888682499,0.03772418058132347,0.09525479009072634,0.10954514547088051,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,-0.3561189894708727,-0.42571521212800606,-0.41681111170012974,-0.07409283527051852,-0.777521436822271,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3612}",-0.3612,-1.0035839377849916,-0.5866017052375152,-0.6443242127282327,-1.0114074545470078,0.3,0.8695335651153921,1.4569983136593592,0.38652958626533257,2.8794146068095294,0.22074647471805012,0.7598440065970198,1.2442164051541043,0.2796798880039133,2.2448683968032634,5.697903831533964,-0.2153306596076719,0.02545057690589305,-0.11481051739100581,0.22546060054233072,0.9956,1.3303573196487728,0.966817027013014,0.500853013398218,0.8223795632086424,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,4,0,There is no doubt that Marley was dead.,there is no doubt that marley was dead,39,8,-1.75,-1.4783998662756554,-1.4,-2.33607972139083,-3.1889773332070024,-1.75,-1.5848117432507978,-1.5217391304347827,-2.658640735114242,-3.6247230296746524,-64.94684094275742,-2.0081984166035807,-3.0532765587838906,-1.3908482155834838,-17.150978802350046,0.25,0.24696764617036074,0.3501458941225511,0.44385624533861173,0.6478535378643733,-0.6799999999999999,-0.830937895867617,-0.7340754483611626,-1.0599311717610682,-1.1837708565355674,-8.278528411677998,-0.9109348429095281,-1.0573823862774,-1.3434691687106841,-2.832532255259587,-2.2941656861996758,-2.072359588829004,-2.6851523742386365,-0.4663199425129777,-8.760878114599219,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.8402}",-0.8402,-2.081288845002801,-1.364514819326025,-2.3056118999993385,-4.114970300060502,-0.2,-1.1337211560716394,-0.9713322091062395,-0.8947039549943631,-3.3575196538827727,-0.0957193565890373,-0.9155467197309551,-0.5395130042778324,-0.5574317561555235,-1.7025602875302541,2.752998823439611,-0.9702297716546735,-0.5600242789666172,-0.17379708830158477,-0.10421092611475496,-0.8935,-0.7563295006220532,-0.01265100845128842,-0.6226344902715841,-0.696698602337255,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,4,0,"This must be distinctly understood, or nothing wonderful can come of the story I am going to relate.",this must be distinctly understood or nothing wonderful can come of the story i am going to relate,100,18,0.75,0.4742089975509013,0.6,0.3671242488862333,0.607845842127106,0.75,0.4860926194622714,0.6521739130434783,0.38895662666962705,0.6909026287227881,25.704484358604844,0.7551345956373913,1.208417505894217,0.1891761340436749,3.018968475394767,-0.29166666666666696,-0.41723976467033846,-0.4085035431429767,-0.3949655461238122,-0.33615720773695573,-0.291,-0.584503282938508,-0.4935064935064934,-0.4269162350642843,-0.475063882788527,7.757728161621382,0.5023656411178629,0.9908627122732723,0.3477485080308967,1.1805247079740753,1.3376263300500624,1.0133606422671864,1.565593338608338,0.07572379643756223,2.2718333505035626,"{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.4585}",-0.4585,-1.2224997780194233,-0.7446203816483963,-0.637530880826876,-0.998716376025307,0.65,2.271811869946314,3.1568296795952784,0.7919809055467308,4.853116623526,0.44821840388591355,1.9640952177110627,2.5263401914759593,0.5555567804207259,3.545775349978443,6.019318485225281,-0.13293899128439407,0.0893508377048001,-0.1826668125223464,-0.15378315043202564,0.983,1.3164394466217164,0.9602841292062011,0.39944570609896857,0.6852657761465589,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,4,0,"If we were not perfectly convinced that Hamlet's Father died before the play began, there would be nothing more remarkable in his taking a stroll at night, in an easterly wind, upon his own ramparts, than there would be in any other middle-aged gentleman rashly turning out after dark in a breezy spot--say Saint Paul's Churchyard for instance-- literally to astonish his son's weak mind.",if we were not perfectly convinced that hamlet own father died before the play began there would be nothing more remarkable in his taking a stroll at night in an easterly wind upon his own ramparts than there would be in any other middle aged gentleman rashly turning out after dark in a breezy spot say saint paul own churchyard for instance literally to astonish his son own weak mind,388,65,2.0,1.45051342946418,1.6,0.25406797632510253,0.4490510635987973,2.0,1.521544800818806,1.7391304347826089,0.2614967672661556,0.510409940759777,19.053080052131932,0.5523792025227783,0.8957221298427867,0.0012467286314974194,0.619938232603884,-0.28125,-0.4044665452310939,-0.39391413088787,-0.18495883252590228,-0.08980111049192943,1.412,0.4943608451290312,0.559678416821274,-0.07809016100327694,-0.08452732988842629,21.054854909496466,1.6742623105834655,2.689250023654295,0.22430938504554349,0.8876184553701882,0.22996460714275035,0.07224557502405074,0.26915667624821554,-0.03057669970651027,0.10820222946992215,"{'neg': 0.192, 'neu': 0.778, 'pos': 0.03, 'compound': -0.9164}",-0.9164,-2.2527316715789953,-1.4882663418595208,-0.39894351079283696,-0.5529953231818052,0.20000000000000004,0.468882620877986,0.9713322091062397,-0.11999717077788644,0.4136860856422244,0.5433341371354795,2.4676441056147764,3.062450930496947,0.05613908290741553,1.1907540593507329,15.637593285707025,2.3326166332096534,2.0015544697663423,-0.2703681934886663,-0.6439395997182817,-0.7951,-0.6476375398393264,0.038367812516202596,-0.011599202060158579,0.12948803673801684,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,5,0,Scrooge never painted out Old Marley's name.,scrooge never painted out old marley own name,44,7,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.04166666666666699,-0.008496742614523038,0.05835764902042564,-0.0032333323336845585,0.12337866947916477,-1.9369999999999998,-1.6272574548699053,-1.5114409400123685,-2.822835083523507,-3.1574719872411694,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.35,1.0698590372340953,1.699831365935919,1.1742237737566532,6.713841904179994,0.3350177480616305,1.3648035715989937,1.8882955149724132,1.2475783418854876,6.809026770458013,3.2118319606795462,-0.8526121483601602,-0.4688039291907456,-0.06661949471998789,0.4947966166875141,-0.9967,-0.8703235082722302,-0.06615855239280347,-0.811108359834131,-0.9515359183672136,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,5,0,"There it stood, years afterwards, above the warehouse door: Scrooge and Marley.",there it stood years afterwards above the warehouse door scrooge and marley,79,12,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.0,-0.05958962037150027,0.0,-0.10840770875527422,0.0,0.6030000000000001,-0.018147128803228964,0.0593692022263452,0.18426941326429802,0.20920359040074035,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,4.642333989501776,-0.48591620795761087,-0.18440665089211905,-0.1336873553099659,0.11995936731017756,0.8073,1.1223624394110954,0.8691864986778659,0.477200107639972,0.7903982438155017,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,5,0,The firm was known as Scrooge and Marley.,the firm was known as scrooge and marley,41,8,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.125,-0.21286825364243078,-0.17507294706127555,-0.3845396858022172,-0.32392676893218664,0.563,-0.04348744889876727,0.03463203463203466,0.369183569257336,0.4162286451027077,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,-0.2,-1.1337211560716394,-0.9713322091062395,-0.8947039549943631,-3.3575196538827727,-0.0957193565890373,-0.9155467197309551,-0.5395130042778324,-0.5574317561555235,-1.7025602875302541,3.6706650979194815,-0.734994525065647,-0.377583579414874,-0.06654299393941569,0.4952241738201355,-0.9519,-0.8208377375093626,-0.042930471301913194,-0.6674904586606343,-0.7573487848730189,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,5,0,"Sometimes people new to the business called Scrooge Scrooge, and sometimes Marley, but he answered to both names.",sometimes people new to the business called scrooge scrooge and sometimes marley but he answered to both names,113,18,0.8,0.5132611748274325,0.64,0.39597523329918366,0.6483688982689131,0.8,0.5275107067165328,0.6956521739130436,0.4214832820565541,0.7369628039709739,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.166666666666667,-0.263961131399408,-0.2334305960817012,-0.27215504439443894,-0.19208983299254634,0.895,0.16683720789419992,0.23995052566481145,0.17953999594758752,0.2039086584176136,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.13636363636363635,0.21392292909054544,0.6622719607542542,0.0041731228670051,1.018136354585874,0.04701591649152939,-0.15989688590411805,0.2650007193855901,-0.11750392914889603,0.37193447727046597,6.353725067737796,-0.04721696238787424,0.15583401633405813,-0.16528389258536055,-0.05663131290494792,0.9719,1.3041784632407378,0.9545289573287706,0.39565387336008034,0.6801388029472735,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,5,0,It was all the same to him.,it was all the same to him,27,7,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,0.125,0.09368901289943023,0.17507294706127555,0.20711542050949233,0.37013600843749145,0.8109999999999999,0.11362253569356963,0.18800247371675946,0.7873311242307048,0.884375715709432,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,3.421460127773553,-0.7988759100895383,-0.42712787492792853,-0.03862367138916846,0.6512631763640326,-0.8719,-0.7324702897185278,-0.0014517550681806526,-0.7015775059459057,-0.8034382065086375,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,6,0,"But he was a tight-fisted hand at the grind-stone, Scrooge! a squeezing, wrenching, grasping, scraping, clutching, covetous, old sinner!",but he was a tight fisted hand at the grind stone scrooge a squeezing wrenching grasping scraping clutching covetous old sinner,136,19,-2.55,-2.1032347027001537,-2.04,-1.4596393438803041,-1.9579606679016943,-2.55,-2.2475011393189797,-2.217391304347826,-1.6705401657043166,-2.2254987673440927,-49.44959586194701,-1.5357944138134652,-2.324721105676144,-0.4783420635802118,-5.502296944461651,0.375,0.40024627944129126,0.5252188411838267,0.2406428650710298,0.40946661007051255,-0.17999999999999977,-0.5141838946733893,-0.42486085343228175,-0.36531505954014815,-0.4060968171568945,-22.99815891553306,-2.20819900307771,-2.937460251968159,-1.5470576591684602,-3.3156233561283535,-0.6360266271300528,-0.6635362813133403,-0.7444224356551595,-0.08617336057607618,-1.0234074059160896,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.6486}",0.6486,1.2683710002286706,1.053349573690621,0.6135322100721339,1.3384784133283638,-0.039285714285714285,-0.4898178528329506,-0.19079739821729705,-0.26206553575916713,-0.2778904492969969,-0.025722982945245255,-0.5449813579191104,-0.14498513469287302,-0.23726130551062305,-0.192785540554025,6.678279584865553,0.035979580834119465,0.2203585115608522,-0.16667434210871623,-0.06440243114471102,0.9278,1.2554659076460402,0.9316638150049256,0.3639166119599977,0.6372265492109314,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,6,0,"Hard and sharp as flint, from which no steel had ever struck out generous fire; secret, and self-contained, and solitary as an oyster.",hard and sharp as flint from which no steel had ever struck out generous fire secret and self contained and solitary as an oyster,134,23,0.75,0.4742089975509013,0.6,0.2730858381530182,0.47576286904429294,-0.25,-0.34226912562295625,-0.2173913043478261,-0.22623678595056737,-0.18025722647106204,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.95,-1.224507233230572,-1.3305543976656942,-0.8389513956179296,-0.8569911336599648,0.20599999999999985,-0.26964980575144587,-0.18614718614718617,-0.1956667766125881,-0.21616303483200172,7.588373919805096,0.4874401857388582,0.9692317914824106,0.23114103530105043,0.9038291430925757,-0.9151771615908967,-0.9007140844069821,-1.0711476259439137,-0.09566449437914504,-1.2165891239240845,"{'neg': 0.264, 'neu': 0.627, 'pos': 0.109, 'compound': -0.4019}",-0.4019,-1.0951551063105966,-0.6526999593991067,-0.4697110529512615,-0.6852009105668363,-0.2722222222222222,-1.4230801713542103,-1.3220910623946036,-0.5317817376361952,-1.590845633483569,-0.25616464154168167,-1.7649545100837385,-1.4438475170834484,-0.5327402108600036,-1.586126458374854,7.3214172927271735,0.200841973085899,0.3482203460789436,-0.19768017939270927,-0.23769173335200286,0.9978,1.3327874244630207,0.9679576917094416,0.3304347689085165,0.591955429990109,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,6,0,"The cold within him froze his old features, nipped his pointed nose, shrivelled his cheek, stiffened his gait; made his eyes red, his thin lips blue; and spoke out shrewdly in his grating voice.",the cold within him froze his old features nipped his pointed nose shrivelled his cheek stiffened his gait made his eyes red his thin lips blue and spoke out shrewdly in his grating voice,194,34,-2.35,-1.9470259935940293,-1.8800000000000001,-0.7837085201316079,-1.0085725178581426,-1.35,-1.2534670452167067,-1.173913043478261,-0.5640045600590382,-0.6585616412212687,-66.27841471497462,-2.0487889071537144,-3.1158764162363197,-0.3702312437120314,-4.122198253318365,-1.3229166666666667,-1.681788489155515,-1.8528553563984997,-0.7966875683322215,-0.8074119970392177,-3.0829999999999997,-2.3532576256070747,-2.220160791589363,-1.112939450935006,-1.2431175400639758,-22.178914975247054,-2.135997747625703,-2.832821592843555,-0.9029616495253839,-1.7872606787294223,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.041, 'neu': 0.959, 'pos': 0.0, 'compound': -0.1027}",-0.1027,-0.4219832728250672,-0.1667884693463256,-0.16634494307481032,-0.11846235323298399,-0.18,-1.053590967224158,-0.8741989881956155,-0.3511782808180573,-0.7116835984957631,-0.254498938593849,-1.7561361701697902,-1.4344589416307527,-0.4224694412046023,-1.066140860016172,9.10003287758956,0.6567735980432756,0.7018258784603613,-0.24506500987758337,-0.5025220017535523,-0.9994,-0.8733059096351707,-0.0675584590656919,-0.11714279224345701,-0.013218457848766152,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,6,0,"A frosty rime was on his head, and on his eyebrows, and his wiry chin.",a frosty rime was on his head and on his eyebrows and his wiry chin,70,15,0.0,-0.11157366159706573,0.0,-0.06564051730802271,0.0,0.0,-0.13517868935164937,0.0,-0.09894320413427944,0.0,0.0,-0.028417657510937156,0.0,-0.04731648719107171,0.0,-0.5,-0.6727041534552223,-0.7002917882451022,-0.6978326617588754,-0.6914466140297975,-1.25,-1.1920374572290366,-1.0865800865800865,-1.045048254114861,-1.167108331034021,0.0,-0.18133512880045188,0.0,-0.14975857254320477,0.0,0.0,-0.12314183634793255,0.0,-0.03589274021116553,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1909179409435034,0.0,-0.10293393494407095,0.0,0.0,-0.3324192675968267,0.0,-0.20497938580902825,0.0,0.0,-0.40880221054652205,0.0,-0.19637823105158608,0.0,5.341784842063091,-0.30661846284605193,-0.04534923275209068,-0.16238827017436916,-0.04044789613537272,-0.9998,-0.873747746874125,-0.0677658526468606,-0.34615390555081743,-0.3228665676463575,,,,,,,,,,,,,,,,,,,,,,,,,,
